nokontrak;Merk;ModelName;Tipe;Tahun;Warna;cc;KodeDaerah;BalaiLelang;lokasi;Transmisi;kilometer1;kilometer2;SaleDate;saleprice;grade_overrall_csis;note_csis;Brand_Norm;Model_Norm;Transmission_Norm;Year;CC_Norm;Type_Norm;lelang_price;main_type_Norm;type_tags_Norm
9711707654001;DAIHATSU;AYLA;AYLA 1.0 X AT (B100RS GQQFJ);2016;PUTIH;998;E;JBA Purwokerto;Purwokerto;AUTOMATIC;105586;>100k;2025-12-04;72500000;GOOD;kunci 1, stnk, notice, surat tugas, bast 1514755|spion kanan kiri lecet pakai, spakbor depan kiri lecet, spakrbor depan kanan lecet, spakbor belakang lecet;daihatsu;ayla;automatic;2014;1;x b100rs gqqfj;52000000;X;
9711707746001;HONDA;JAZZ;JAZZ GE8 1.5 E A/T CKD;2014;PUTIH ORCHID MUTIARA;1496;R;JBA Purwokerto;Purwokerto;AUTOMATIC;62273;60k-100k;2025-12-09;128500000;VERY_GOOD;Kunci 2, STNK 5TH, NOTICE, BAST NO 1494749, SURAT TUGAS|barey di bagian kiri depan, baret tipis di spion kanan, baret tipis bamper belakang kanan;honda;jazz;automatic;2013;1.5;ge8 e a t ckd;90000000;E;
9711707816001;TOYOTA;AGYA;AGYA G M/T;2023;PUTIH;1000;G;JBA Purwokerto;Purwokerto;MANUAL;28270;<30k;2025-08-28;105000000;VERY_GOOD;Kunci 2, SK, bast 1454796, tidak ada stnk|Spion kiri baret, body belakang baret, body samping kanan baret;toyota;agya;manual;2024;1;g m t;134000000;G;
9715701050001;TOYOTA;AGYA;AGYA 1.2 GR A/T;2022;PUTIH;1200;R;JBA TEGAL;TEGAL;AUTOMATIC;68280;60k-100k;2025-05-06;115000000;GOOD;Body baret halus muter, bumper depan + belakang baret dalam+renggang, cover spion kanan kiri baret, kap mesin baret|;toyota;agya;automatic;2021;1.2;gr a t;75000000;gr;
9715701070001;DAIHATSU;AYLA;AYLA B100RS-GMDFJ (4X2) M/T;2014;MERAH;998;R;JBA Purwokerto;Purwokerto;MANUAL;122939;>100k;2025-08-14;55000000;GOOD;BAST 1431800, SURAT TUGAS, KUNCI 1, STNK 5TH DAN TAHUNAN|spakbor kanan depan baret, spion lecet2, bamper belakang lecet, kaca pintu baret;daihatsu;ayla;manual;2016;1;b100rs gmdfj 4x2 m t;61000000;M;4x2
9715701119001;HONDA;BRIO;BRIO SATYA 1.2 E CVT CKD;2021;ABU ABU BAJA METALIK;1198;AA;JBA Purwokerto;Purwokerto;AUTOMATIC;18312;<30k;2026-07-07;127000000;VERY_GOOD;stnk, notice, kunci 1, bast no 1595261, surat kuasa|bamper depan kanan kiri lecet, body kanan baret sedikit, ;honda;brio;automatic;2018;1.2;satya e cvt ckd;52000000;E;cvt, satya
9720003872001;SUZUKI;WAGON;WAGON R GL M/T;2017;ABU ABU METALIK;1000;F;IBID SEMARANG;SEMARANG;MANUAL;213245;>100k;2025-08-23;48000000;GOOD;-seluruh body mobil baret ringan -nopol palsu AD 1381 TR|;suzuki;wagon;manual;2017;1;r gl m t;47500000;gl;
9720004667001;SUZUKI;KARIMUN;KARIMUN WAGON R GL M/T;2018;MERAH METALIK;1000;F;IBID SEMARANG;SEMARANG;MANUAL;165681;>100k;2025-05-31;52500000;GOOD;nopol palsu H 1399 ML asli F 1228 OU|nopol palsu H 1399 ML asli F 1228 OU;suzuki;karimun;manual;2018;1;wagon r gl m t;59000000;gl;
9720004930003;HONDA;BRV;BRV 1.5 PRESTIGE CVT;2018;ABU ABU BAJA METALIK;1500;F;OTOLINK JAKARTA;JAKARTA;AUTOMATIC;74786;60k-100k;2026-06-03;96000000;VERY_GOOD;nopol palsu Z 1438 IM, body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;honda;br v;automatic;2022;1.5;prestige cvt;170000000;;cvt, prestige
9720005006003;SUZUKI;IGNIS;IGNIS GL MT;2018;HITAM METALIK;1200;F;TRIBIK BANDUNG;BANDUNG;MANUAL;72436;60k-100k;2025-05-30;77500000;GOOD;Unit ada baik, stnk ada baik, tidak ada barang konsumen|Bemper lecet baret, body lecet baret, spion lecet baret, BAST copy;suzuki;ignis;manual;2018;1.2;gl;87000000;gl;
9720006093003;SUZUKI;XL 7;ALPHA MT;2023;PUTIH METALIK;1462;F;HYBID JAKARTA;JAKARTA;MANUAL;23519;<30k;2025-10-18;176500000;GOOD;unit ada baik , stnk ada |spion lecet halus , bemper lecet baret , body lecet halus ;suzuki;;manual;2023;1.5;alpha;176500000;alpha;
9720006474001;HONDA;MOBILIO;MOBILIO E M/T;2021;PUTIH;1500;F;JBA BANDUNG;BANDUNG;MANUAL;59583;30k-60k;2026-02-24;135000000;GOOD;unit ada baik , stnk 5 th ada , 1 th tdak ada |spion lecet baret , bemper lecet baret , body lecet baret ;honda;mobilio;manual;2017;1.5;e m t;77000000;E;
9720006759001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD;2021;REAL BLACK;1500;F;JBA PALEMBANG;PALEMBANG;MANUAL;55476;30k-60k;2025-05-06;60000000;GOOD;tidak ada barang konsumen|bemper depan baret,pintu depan penyok,bak belakang penyok,kap depan baret,spion baret;suzuki;carry;manual;2024;1.5;new pu fd;87000000;Pick Up;flat deck
9720007460001;TOYOTA;RAIZE;RAIZE 1.2 G CVT ONE TONE;2022;BIRU METALIK;1200;F;JBA JAKARTA;JAKARTA;AUTOMATIC;26374;<30k;2025-11-25;145000000;VERY_GOOD;bodi kanan&kiri baret2, bemper dpn&blkg baret2, bagasi baret2, kap msn baret2, spion baret2, atap baret2|;toyota;raize;automatic;2025;1.2;g cvt one tone;180000000;G;cvt, one tone
9720007677001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA 1.5 GL MT;2023;PUTIH METALIK;1500;F;JBA TEGAL;TEGAL;MANUAL;15138;<30k;2025-09-18;142000000;GOOD;body baret halus muter, ada baret di spion kanan kiri, body kanan ada baret, bumper belakang ada baret, body kiri ada baret|;suzuki;ertiga;manual;2022;1.5;all new gl;142500000;gl;
9720008059001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA 1.3 R CVT ADS;2024;PUTIH;1300;F;OTOLINK BANDUNG;BANDUNG;AUTOMATIC;59374;30k-60k;2025-12-19;169500000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet baret;daihatsu;xenia;automatic;2023;1.3;all new r cvt ads;158500000;R;ads, cvt
9720008248001;DAIHATSU;NEW SIGRA;NEW SIGRA 1.2 R MT MC;2024;SILVER METALIK;1200;F;OTOLINK BANDUNG;BANDUNG;MANUAL;46874;30k-60k;2026-06-26;119500000;GOOD;unit ada baik , stnk ada |spion lecet baret , bemper lecet baret , body lecet baret ;daihatsu;sigra;manual;2024;1.2;new r mc;125000000;R;
9720707784001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G M/T;2023;ABU ABU METALIK;1500;F;HYBID JAKARTA;JAKARTA;MANUAL;33836;30k-60k;2025-08-23;140000000;VERY_GOOD;bodi kanan baret2, bodi kiri baret2, bemper dpn&blkg baret2, kap msn baret2, atap baret2, spion baret2, bagasi baret2, brg2 kosn tdk ada|;toyota;avanza;manual;2023;1.5;all new g m t;147000000;G;
9720708221001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA 1.3 R CVT;2024;PUTIH;1329;F;HYBID JAKARTA;JAKARTA;AUTOMATIC;14968;<30k;2025-09-20;165500000;GOOD;STNK ada baik, Unit ada baik|Body lecet halus ada penyok, Spion lecet baret, bemper lecet baret;daihatsu;xenia;automatic;2022;1.3;all new r cvt;155000000;R;cvt
9720708242001;SUZUKI;NEW CARRY;NEW CARRY 03 PU FD AC PS;2024;ABU ABU METALIK;1500;F;TRIBIK JAKARTA;JAKARTA;MANUAL;58496;30k-60k;2025-09-30;103000000;GOOD;pintu kanan&kiri baret2, bodi dpn baret2, bemper dpn baret2, atap baret2, spion baret2, bak baret2, brg2 kosn tdk ada|;suzuki;carry;manual;2024;1.5;new 03 pu fd ac ps;114500000;Pick Up;ac, flat deck, ps
9720708294001;HONDA;ALL NEW BRIO;ALL NEW BRIO E CVT;2024;PUTIH;1200;F;JBA PALEMBANG;PALEMBANG;AUTOMATIC;17835;<30k;2026-05-26;148000000;GOOD;Kendaraan Sesuai BAST|Bamper depan baret kasar, dan part bamper depan rengang;honda;brio;automatic;2024;1.2;all new e cvt;165000000;E;cvt
9720708366001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA CRUISE HYBRID MT;2024;HITAM METALIK;1500;F;OTOLINK JAKARTA;JAKARTA;MANUAL;29486;<30k;2026-02-10;175000000;VERY_GOOD;body kanan&kiri brt, bmpr dpn&blkg brt, atap brt, bagasi brt, kap msn brt, spion brt|;suzuki;ertiga;manual;2024;1.5;all new cruise;190000000;;
9722001815003;HONDA;NEW BRIO;NEW BRIO SATYA E 1.2 M/T;2019;PUTIH;1200;F;JBA PADANG;PADANG;MANUAL;50580;30k-60k;2025-09-18;92500000;VERY_GOOD;Dop spion luar gores, lecet, Bemper renggang  cat retak, robek, lecet, gores, penyok, cat terkelupas, Spakbor gores, Pintu lecet, cat terkelupas, gores, List bawah gores, penyok  Atap stiker terkelupas, Kap mesin stiker gores, lecet|;honda;brio;manual;2018;1.2;new satya e m t;85000000;E;satya
9730004237001;TOYOTA;AVANZA;AVANZA 1.3 G M/T;2017;HITAM METALIK;1300;E;JBA CIREBON;CIREBON;MANUAL;202198;>100k;2025-12-04;83500000;GOOD;tidak ada barang konsumen|bemper depan kanan kiri lecet, pintu belakang kanan lecet;toyota;avanza;manual;2013;1.3;g m t;59000000;G;
9730005166001;TOYOTA;GRAND NEW AVANZA;GRAND NEW AVANZA 1.3 E M/T;2018;PUTIH;1300;E;TRIBIK JOGJA;JOGJA;MANUAL;152228;>100k;2025-03-21;100000000;GOOD;kaca lampu pecah nopol palsu K 1192 AQ asli E 1012 LN|kaca lampu pecah nopol palsu K 1192 AQ asli E 1012 LN;toyota;avanza;manual;2018;1.3;grand new e m t;100000000;E;
9730005906001;TOYOTA;AGYA;AGYA 1.2 G MT TRD;2019;ABU ABU METALIK;1200;E;TRIBIK CIREBON;CIREBON;MANUAL;31152;30k-60k;2025-09-26;72000000;GOOD;tidak ada barang konsumen, ban kiri depan bocor, tidak ada plat nomor dibagian belakanvlg|bemper depan kanan lepas dan lecet;toyota;agya;manual;2019;1.2;g trd;79000000;G;trd
9730006812001;HONDA;BRIO;BRIO SATYA E M/T;2021;ABU ABU  BAJA METALIK;1200;E;TRIBIK PALANGKARAYA;PALANGKARAYA;MANUAL;100759;>100k;2025-12-26;85500000;VERY_GOOD;bemper dan spakbor belakang baret, body pintu kiri/kanan baret halus, list kiri penyok, bemper dan spakbor depan baret, nopol palsu|bemper dan spakbor belakang baret, body pintu kiri/kanan baret halus, list kiri penyok, bemper dan spakbor depan baret, nopol palsu;honda;brio;manual;2022;1.2;satya e m t;105000000;E;satya
9730007174001;DAIHATSU;SIGRA;SIGRA 1.0 D MT MC;2022;SILVER METALIK;1000;E;TRIBIK CIREBON;CIREBON;MANUAL;109613;>100k;2025-04-25;74000000;GOOD;tidak ada barang konsumen|bumper depan sebelah kanan lecet, nopo palsu yang benar adalah E 1671 LZ;daihatsu;sigra;manual;2024;1;d mc;79000000;D;
9730007390001;TOYOTA;CALYA;CALYA 1.2 G MT LUX;2022;HITAM;1200;E;JBA CIREBON;CIREBON;MANUAL;25404;<30k;2025-09-04;115500000;VERY_GOOD; tidak ada barang konsumen|bemper depan kiri lecet, pintu depan kiri lecet, bemper kiri belakang lecet, atas ban kanan belakang lecet;toyota;calya;manual;2024;1.2;g lux;127000000;G;
9730007716001;SUZUKI;S PRESSO;S PRESSO AT;2023;MERAH;1000;E;JBA CIREBON;CIREBON;AUTOMATIC;21932;<30k;2025-03-13;105000000;VERY_GOOD;tidak ada barang konsumen|bumper depan kanan dan kiri lecet, spion luar lecet;suzuki;s presso;automatic;2023;1;;110000000;;
9730008169001;HONDA;NEW BRIO;NEW BRIO SATYA E CVT;2024;HITAM MUTIARA;1200;E;TRIBIK CIREBON;CIREBON;AUTOMATIC;23953;<30k;2025-08-13;147000000;GOOD;tidak ada barang konsumen|;honda;brio;automatic;2023;1.2;new satya e cvt;115000000;E;cvt, satya
9730008206001;HONDA;BRIO;BRIO SATYA E M/T;2024;HIJAU LIME METALIK;1200;E;TRIBIK CIREBON;CIREBON;MANUAL;25518;<30k;2026-06-30;150000000;VERY_GOOD;tidak ada barang konsumen| spion kanan lecet, bemper depan kiri lecet, pintu kiri depan belakang lecet;honda;brio;manual;2022;1.2;satya e m t;105000000;E;satya
9730008216001;DAIHATSU;SIGRA;SIGRA 1.0 M MT MC;2024;HITAM;1000;E;JBA JOGJA;JOGJA;MANUAL;17928;<30k;2026-02-26;95000000;VERY_GOOD;Nopol palsu E 1016 JF, baret halus memutar, tape terpasang adalah tambahan / variasi|;daihatsu;sigra;manual;2023;1;m mc;96000000;M;
9730008245001;HONDA;BRIO;BRIO SATYA S M/T;2024;PUTIH;1200;E;TRIBIK CIREBON;CIREBON;MANUAL;43200;30k-60k;2025-06-20;128500000;VERY_GOOD;tidak ada barang konsumen|unit ok;honda;brio;manual;2021;1.2;satya s m t;92000000;S;satya
9730008256001;DAIHATSU;SIGRA;SIGRA 1.0 D MT MC;2025;HITAM;1000;E;JBA CIREBON;CIREBON;MANUAL;10647;<30k;2025-06-19;100000000;GOOD;tidak ada barang konsumen|unit ok;daihatsu;sigra;manual;2024;1;d mc;79000000;D;
9730008269001;HONDA;BRIO;BRIO 1.2 E CVT;2024;PUTIH;1198;E;JBA CIREBON;CIREBON;AUTOMATIC;4811;<30k;2025-09-11;160000000;VERY_GOOD;tidak ada barang konsumen|;honda;brio;automatic;2024;1.2;e cvt;160000000;E;cvt
9730020738001;DAIHATSU;AYLA;AYLA X M/T MI;2015;PUTIH;1000;E;TRIBIK CIREBON;CIREBON;MANUAL;181527;>100k;2025-05-23;43000000;GOOD;tidak ada barang konsumen|lampu belakang sebelah kiri mati, bodi kanan bawah lecet, lampu belakang mati;daihatsu;ayla;manual;2016;1;x m t mi;66000000;X;
9730708009001;HONDA;NEW BRIO;NEW BRIO SATYA E CVT;2024;ABU ABU METEOR METALIK;1200;E;JBA CIREBON;CIREBON;AUTOMATIC;21862;<30k;2025-05-27;150000000;VERY_GOOD;tidak ada barang konsumen|unit ok;honda;brio;automatic;2023;1.2;new satya e cvt;115000000;E;cvt, satya
9730708118001;DAIHATSU;SIGRA;SIGRA 1.2 R MT MC;2024;PUTIH;1200;E;TRIBIK CIREBON;CIREBON;MANUAL;27974;<30k;2025-07-04;115000000;VERY_GOOD;tidak ada barang konsumen|benper depan kanan kiri baret;daihatsu;sigra;manual;2024;1.2;r mc;123000000;R;
9731003699001;DAIHATSU;XENIA;XENIA F651 RV GMRFJ (4X2) M/T;2013;HITAM METALIK;1298;E;TRIBIK CIREBON;CIREBON;MANUAL;319263;>100k;2026-06-26;68000000;GOOD;Nopol mobil masuk E 1022 CT nopol sesuai sistem E 1410 KZ, STNK beda dengan nopol yg ada disistem tetapi sama dengan mobil masuk yaitu nopol E 1022 CT, tidak ada barang konsumen|bemper belakang kanan kiri lecet dan mengelupas, bemper depan kanan kiri lecet dan mengelupas, pintu kanan kiri depan belakang lecet, spion kanan kiri lecet;daihatsu;xenia;manual;2013;1.3;f651 rv gmrfj 4x2 m t;65000000;M;4x2
9655708859001;HONDA;BRIO;BRIO RS MT;2022;PUTIH;1200;L;CAREADY Kupang;Kupang;MANUAL;18261;<30k;2025-07-03;115000000;GOOD;"TIDAK ADA BARANG KONSUMEN|PENYOK DAN BARET HALUS DI BUMPER DEPAN; RADIO TIDAK TERPASANG;";honda;brio;manual;2018;1.2;rs;113000000;RS;
9655709206001;HONDA;CITY;CITY GM 6 1.5 E M/T;2014;HITAM MUTIARA;1497;W;JBA SURABAYA;SURABAYA;MANUAL;121465;>100k;2026-01-06;80000000;BAD;- BAMPER BARET, PENYOK & RENGGANG - SELURUH BODY BARET  - KACA DEPAN RETAK  - AKI SOAK - MESIN BOCOR OLI & INDIKATOR MESIN MENYALA - HEAD UNIT TIDAK ADA  - 2 BAN PEMAKAIAN DEPAN KANAN KIRI TIPIS - APAR TIDAK ADA |;honda;city;manual;2014;1.5;gm 6 e m t;80000000;6;
9655709327001;TOYOTA;ALL NEW RUSH;ALL NEW RUSH 1.5 S AT GR SPORT;2022;HITAM METALIK;1500;AG;IBID SURABAYA;SURABAYA;AUTOMATIC;61545;60k-100k;2026-07-11;195500000;VERY_GOOD;- BAMPER BARET DALAM, PENYOK & RENGGANG - SELURUH BODY BARET  - TERDAPAT TEMBAHAN ROOF RACK DI KAP ATAS MOBIL - APAR ADA|;toyota;rush;automatic;2025;1.5;all new s gr sport;245000000;gr sport;
9660001261001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA 1.0 M STANDARD M/T;2013;PUTIH METALIK;1000;N;TRIBIK SURABAYA;SURABAYA;MANUAL;15791;<30k;2025-11-25;42000000;GOOD;lampu depan belakang pecah, cat penutup kap mesin terkelupas&karatan,seluruh body kiri kanan depan belakang ada penyok, seluruh body ada baret,tombol electric miror tidak berfungsi,kondisi mesin beberapa ada karatan,|mobil tidak memasang noplat,;daihatsu;xenia;manual;2013;1;all new m standard m t;42000000;M;
9660005444001;DAIHATSU;ALL NEW XENIA;ALL NEW XENIA AIRBAG R M/T 1.3 DELUXE;2013;PUTIH;1000;N;OTOLINK Surabaya;Surabaya;MANUAL;165686;>100k;2025-12-17;60000000;GOOD;-BAMPER BARET DALAM, PENYOK KECIL & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -NOPOL PALSU (L 1715 AR) -APAR TIDAK ADA -BAN SEREP TIPIS -HEADUNIT & ALARM TIDAK BERFUNGSI -CAT BODY KUSAM & BELANG|;daihatsu;xenia;manual;2014;1.3;all new airbag r m t deluxe;57000000;R;deluxe
9660010772001;TOYOTA;GRAND NEW AVANZA;GRAND NEW AVANZA 1.3 G M/T;2018;PUTIH;1300;N;TRIBIK SAMARINDA;SAMARINDA;MANUAL;145037;>100k;2025-05-09;103500000;GOOD;NO|AKI DROP;toyota;avanza;manual;2015;1.3;grand new g m t;93000000;G;
9660011883001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD;2019;HITAM;1500;N;JBA SURABAYA;SURABAYA;MANUAL;139098;>100k;2025-10-07;70000000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI PINTU KIRI ;suzuki;carry;manual;2024;1.5;new pu fd;87000000;Pick Up;flat deck
9660012728001;SUZUKI;XL 7;XL-7 ALPHA AT;2021;HITAM METALIK;1500;N;AUKSI SURABAYA;SURABAYA;AUTOMATIC;78641;60k-100k;2026-02-10;170000000;VERY_GOOD;Tidak ada barang berharga konsumen|- Baret tipis di bumper depan kanan;suzuki;xl 7;automatic;2020;1.5;alpha;172000000;alpha;
9660014049001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G CVT;2022;PUTIH;1500;N;AUKSI SURABAYA;SURABAYA;AUTOMATIC;107714;>100k;2026-02-24;166000000;GOOD;- Tidak ada barang berharga konsumen|- Baret di bumper depan kiri - Baret di bumper belakang kanan;toyota;avanza;automatic;2022;1.5;all new g cvt;170500000;G;cvt
9660014133001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA VELOZ 1.5 Q;2022;PUTIH METALIK;1500;N;JBA SURABAYA;SURABAYA;MANUAL;37423;30k-60k;2025-04-22;206000000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET KASAR DI BAGIAN BELAKANG KIRI;toyota;avanza;manual;2022;1.5;all new veloz q;206000000;veloz q;
9660014151001;SUZUKI;ALL NEW ERTIGA;ALL NEW ERTIGA - SMART HYBRID SS MT;2022;ABU ABU METALIK;1500;N;JBA SURABAYA;SURABAYA;MANUAL;50190;30k-60k;2026-03-10;158000000;GOOD;- Tidak ada barang berharga konsumen|- Unit bekas laka, Kaca depan Dan bumper depan pecah;suzuki;ertiga;manual;2022;1.5;all new smart ss;171500000;;
9660014257001;TOYOTA;ALL NEW AVANZA;ALL NEW AVANZA 1.5 G CVT;2023;HTAM METALIK;1500;N;IBID SURABAYA;SURABAYA;AUTOMATIC;90411;60k-100k;2025-04-23;177000000;VERY_GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET HALUS DI BUMPER DEPAN KIRI;toyota;avanza;automatic;2022;1.5;all new g cvt;170500000;G;cvt
9660015225001;DAIHATSU;NEW SIGRA;NEW SIGRA 1.0 D MT MC;2024;HITAM;1000;N;AUKSI SURABAYA;SURABAYA;MANUAL;3293;<30k;2025-05-23;98500000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET TIPIS DI BUMPER KIRI BELAKANG;daihatsu;sigra;manual;2023;1;new d mc;87000000;D;
9660069367003;DATSUN;GO PLUS;GO PANCA T ACTIVE M/T;2017;PUTIH;1200;N;AUKSI SURABAYA;SURABAYA;MANUAL;55985;30k-60k;2025-03-18;60000000;GOOD;NULL;datsun;go panca;manual;2019;1.2;t active m t;44000000;M;
9660312452006;HONDA;ALL NEW BRIO;ALL NEW BRIO E CVT;2024;HIJAU LIME METALIK;1200;N;ALTO SURABAYA;SURABAYA;AUTOMATIC;6645;<30k;2026-07-06;157500000;VERY_GOOD;- STNK ada - Buku panduan ada|Baret kecil di bumper depan;honda;brio;automatic;2024;1.2;all new e cvt;165000000;E;cvt
9660714560001;TOYOTA;ALL NEW INNOVA;ALL NEW INNOVA 2.4 G A/T DIESEL;2023;HITAM METALIK;2400;N;IBID SURABAYA;SURABAYA;AUTOMATIC;60616;60k-100k;2025-09-10;323500000;VERY_GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - PENYOK DII BUMPER DEPAN KANAN;toyota;innova;automatic;2024;2.4;all new g a t diesel;350000000;G;
9660714722001;SUZUKI;NEW CARRY;NEW CARRY 1.5 PU FD;2023;PUTIH;1500;N;JBA SURABAYA;SURABAYA;MANUAL;11704;<30k;2025-07-24;89000000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET HALUS DI PINTU KIRI;suzuki;carry;manual;2024;1.5;new pu fd;87000000;Pick Up;flat deck
9660715224001;HONDA;ALL NEW HRV;ALL NEW HRV 1.5 E CVT;2024;CKLT MD MUT;1500;N;AUKSI SURABAYA;SURABAYA;AUTOMATIC;11689;<30k;2025-10-10;279000000;VERY_GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI BUMPER DEPAN KIRI;honda;hr v;automatic;2023;1.5;all new e cvt;265000000;E;cvt
9660715226001;DAIHATSU;ALL NEW AYLA;ALL NEW ASTRADAIHATSU AYLA 1.0 X MT ADS;2024;MERAH;1000;N;JBA SURABAYA;SURABAYA;MANUAL;580;<30k;2025-04-29;117500000;VERY_GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI BUMPER DEPAN KIRI;daihatsu;ayla;manual;2025;1;all new astradaihatsu x ads;124500000;X;ads
9660715237001;HONDA;ALL NEW BRIO;ALL NEW BRIO SATYA E CVT 1.2;2024;PUTIH;1200;N;AUKSI SURABAYA;SURABAYA;AUTOMATIC;21034;<30k;2026-02-13;157000000;VERY_GOOD;- Tidak ada barang berharga konsumen|- Baret di bumper depan kiri;honda;brio;automatic;2024;1.2;all new satya e cvt;166000000;E;cvt, satya
9661002670003;DAIHATSU;XENIA;XENIA F651 RV - GMDFJ M/T;2013;SILVER METALIK;1298;L;TRIBIK SURABAYA;SURABAYA;MANUAL;111769;>100k;2026-01-27;73000000;GOOD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK KECIL -BAN SEREP CUMA VELG -KACA SPION KIRI RUSAK -CAT BODY KUSAM -COVER LAMPU DEPAN KANAN KUSAM -KAP MESIN MEMAKAI STICKER HITAM -APAR TIDAK ADA|;daihatsu;xenia;manual;2013;1.3;f651 rv gmdfj m t;65000000;M;
9661005356001;TOYOTA;CALYA;B401RA-GMQFJ STD (CALYA 1.2 E STD MT);2016;HITAM;1197;N;ALTO SURABAYA;SURABAYA;MANUAL;111265;>100k;2026-04-20;72000000;VERY_GOOD;- Tidak ada barang berharga konsumen|- Baret di bumper depan;toyota;calya;manual;2019;1.2;b401ra gmqfj std e std;71000000;E;
9661005373001;TOYOTA;YARIS;YARIS 1.5 G AT;2015;HITAM METALIK;1497;F;AUKSI SURABAYA;SURABAYA;AUTOMATIC;126180;>100k;2025-05-06;96000000;GOOD;- TIDAK ADA BARAMG BERHARGA KONSUMEN - BARET PANJANG DI PINTU PENUMPANG KANAN;toyota;yaris;automatic;2014;1.5;g;91500000;G;
9661005605001;HONDA;MOBILIO;MOBILIO DD4 1.5 E M/T CKD;2016;ABU ABU BAJA METALIK;1496;L;JBA SURABAYA;SURABAYA;MANUAL;114177;>100k;2025-12-02;80000000;BAD;-BAMPER BARET DALAM, PENYOK & RENGGANG -SELURUH BODY BARET & PENYOK -INDIKATOR MESIN & AIRBAG MENYALA -KURSI BARIS 3 TIDAK ADA -APAR TIDAK ADA -CAT DASAR BELANG & KUSAM -WIPER BELAKANG PATAH & WIPER DEPAN KARET TIPIS|-POWER WINDOW BELAKANG RUSAK (POSISI TERTUTUP) -CAT DASAR KUSAM & BEKAS DEMPUL BAGIAN ATAP & BODY BELAKANG;honda;mobilio;manual;2017;1.5;dd4 e m t ckd;119500000;E;
9661005712001;TOYOTA;CALYA;B401RA-GQZFJ CALYA 1.2 G A/T;2017;MERAH;1197;N;TRIBIK DENPASAR;DENPASAR;AUTOMATIC;113726;>100k;2025-07-10;88000000;GOOD;lengkap |bemper depan baret, spion kanan baret ;toyota;calya;automatic;2016;1.2;b401ra gqzfj g a t;72000000;G;
9661006047001;DAIHATSU;XENIA;XENIA F651 RV - GMDFJ 4X2 M/T;2014;SILVER METALIK;1298;AG;JBA SURABAYA;SURABAYA;MANUAL;184672;>100k;2025-07-24;65000000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI PINTU BELAKANG;daihatsu;xenia;manual;2012;1.3;f651 rv gmdfj 4x2 m t;65000000;M;4x2
9661006137003;TOYOTA;NEW AVANZA;NEW AVANZA 1.3 E AT;2013;HITAM METALIK;1300;N;ALTO SURABAYA;SURABAYA;AUTOMATIC;120059;>100k;2025-10-09;76000000;GOOD;- BARANG BERHARGA KONSUMEN 1. SPEAKER TAMBAHAN - BARET DI BUMPER DEPAN;toyota;avanza;automatic;2012;1.3;new e;60500000;E;
9661006173001;TOYOTA;CALYA;B401RA-GQZFJ CALYA 1.2 G A/T;2016;MERAH;1197;L;IBID SURABAYA;SURABAYA;AUTOMATIC;181544;>100k;2025-03-08;80000000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI BUMPER DEPAN KANAN;toyota;calya;automatic;2016;1.2;b401ra gqzfj g a t;72000000;G;
9661706285001;DAIHATSU;AYLA;AYLA 1.0 X MT (B100RS GMQFJ);2016;PUTIH;998;N;IBID SURABAYA;SURABAYA;MANUAL;280858;>100k;2025-07-30;64500000;GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BUMPER DEPAN BARET KASAR;daihatsu;ayla;manual;2016;1;x b100rs gmqfj;51500000;X;
9661706345001;NISSAN;GRAND LIVINA;GRAND LIVINA 1.5 SV (4X2) A/T;2013;SILVER METALIK;1498;W;JBA SURABAYA;SURABAYA;AUTOMATIC;149188;>100k;2025-06-17;69500000;VERY_GOOD;- TIDAK ADA BARANG BERHARGA KONSUMEN - BARET DI BUMPER DEPAN KANAN;nissan;grand livina;automatic;2014;1.5;sv 4x2 a t;69500000;SV;4x2
